match_no,team,coverage,jersey,player,dist_m,z1,z2,z3,z4,z5,hsr,sprints,top_speed
1,South Africa,1.0,1,RonwenWILLIAMS,5010.4,3978.6,903.5,110.9,17.4,,12.0,1.0,23.6
1,South Africa,1.0,4,TebohoMOKOENA,9860.8,3407.1,4302.3,1444.8,576.0,130.7,136.0,44.0,31.4
1,South Africa,1.0,6,AubreyMODIBA,8037.8,3061.5,3308.1,1162.3,459.6,46.2,98.0,39.0,27.8
1,South Africa,1.0,9,Lyle FOSTER,5968.5,2748.0,2225.6,643.4,263.1,88.4,66.0,16.0,31.2
1,South Africa,1.0,13,Sphephelo SITHOLE,5830.2,2127.2,2391.0,916.7,299.2,96.2,90.0,25.0,31.2
1,South Africa,1.0,14,MbekezeliMBOKAZI,8871.7,3834.8,3463.0,957.8,445.5,170.6,91.0,43.0,31.5
1,South Africa,1.0,15,lqraamRAYNERS,8151.6,3502.6,2814.2,1010.7,413.7,410.4,82.0,41.0,34.1
1,South Africa,1.0,19,NkosinathiSIBISI,9387.6,3780.7,3935.8,1141.2,389.6,140.3,101.0,38.0,29.9
1,South Africa,1.0,20,Khuliso MUDAU,9336.7,3664.0,3701.2,1125.4,538.6,307.4,100.0,48.0,33.3
1,South Africa,1.0,21,ImeOKON,9557.8,3716.3,3707.3,1411.8,588.3,134.1,119.0,52.0,31.6
1,South Africa,1.0,23,JaydenADAMS,6842.3,2717.9,2842.2,900.1,322.1,59.9,78.0,27.0,27.8
1,South Africa,1.0,5,ThalenteMBATHA,3973.8,1384.2,1565.8,635.7,331.5,56.5,59.0,24.0,34.4
1,South Africa,1.0,7,Oswin APPOLLIS,2145.3,667.0,898.8,358.2,183.1,38.3,37.0,16.0,29.9
1,South Africa,1.0,11,Themba ZWANE,2021.0,629.5,864.2,389.0,108.7,29.6,35.0,10.0,27.4
1,South Africa,1.0,17,EvidenceMAKGOPA,2064.9,837.4,793.2,224.2,144.8,65.2,17.0,11.0,32.4
2,South Korea,1.0,1,KIM Seunggyu,5527.3,3920.1,1372.3,170.6,49.0,15.3,16.0,5.0,26.9
2,South Korea,1.0,2,LEE Hanbeom,10260.7,3841.1,4522.5,1362.5,450.1,84.4,117.0,39.0,30.1
2,South Korea,1.0,3,LEE Gihyuk,10659.3,3552.1,4578.5,1783.8,624.7,120.2,158.0,51.0,29.2
2,South Korea,1.0,4,KIM Minjae,10124.4,3830.0,4407.7,1303.7,428.6,154.4,113.0,35.0,31.9
2,South Korea,1.0,6,HWANG Inbeom,9516.0,2970.3,4727.8,1319.4,405.7,92.8,111.0,36.0,28.5
2,South Korea,1.0,7,SON Heungmin,7029.0,2970.0,2600.4,605.8,486.1,366.6,58.0,38.0,35.2
2,South Korea,1.0,8,PAIK Seungho,9350.8,3288.3,4562.8,1263.7,216.9,19.0,115.0,20.0,29.3
2,South Korea,1.0,10,LEE Jaesung,7571.2,2523.8,3042.0,1270.6,534.4,200.4,110.0,44.0,29.2
2,South Korea,1.0,13,LEE Taeseok,7706.3,2565.8,3389.9,1122.4,458.1,170.1,90.0,35.0,31.9
2,South Korea,1.0,19,LEE Kangin,9529.9,3935.8,4107.1,1153.5,288.7,44.9,88.0,22.0,28.8
2,South Korea,1.0,22,SEOL Youngwoo,11283.9,4222.8,4452.2,1488.9,738.3,381.7,115.0,53.0,31.8
2,South Korea,1.0,11,HWANGHeechan,3482.9,1295.5,1476.8,450.5,167.6,92.5,45.0,13.0,29.9
2,South Korea,1.0,16,PARKJinseob,1652.4,570.8,708.3,251.1,117.3,4.8,22.0,7.0,25.7
2,South Korea,1.0,18,OH Hyeongyu,3040.6,1145.8,1288.6,350.8,188.9,66.5,31.0,15.0,29.1
2,South Korea,1.0,24,KIM Jingyu,1890.4,513.7,812.6,428.1,106.4,29.7,28.0,8.0,29.6
2,South Korea,1.0,25,EOMJisung,3180.4,1143.0,1216.0,508.6,178.4,134.3,40.0,13.0,30.6
2,Czech Republic,1.0,1,MatejKOVAR,5039.3,3765.0,1160.1,99.0,15.3,,12.0,1.0,22.3
2,Czech Republic,1.0,4,Robin HRANAC,9570.0,3919.4,3947.6,1120.3,475.3,107.3,107.0,41.0,29.3
2,Czech Republic,1.0,5,VladimirCOUFAL,11390.8,3854.4,4950.5,1740.5,635.7,209.7,145.0,48.0,30.6
2,Czech Republic,1.0,6,StepanCHALOUPEK,10873.7,4076.3,4497.6,1553.7,536.0,210.1,141.0,46.0,34.0
2,Czech Republic,1.0,7,Ladislav KREJCI,10877.7,3953.9,4861.5,1665.8,366.1,30.4,136.0,27.0,26.5
2,Czech Republic,1.0,10,PatrikSCHICK,8047.6,2319.8,4219.3,1066.3,377.3,64.8,90.0,28.0,28.9
2,Czech Republic,1.0,15,Pavel SULC,7868.4,2664.4,3320.1,1346.8,360.2,176.9,120.0,31.0,31.2
2,Czech Republic,1.0,17,Lukas PROVOD,7928.0,2419.7,3515.7,1282.9,517.2,192.6,109.0,45.0,33.3
2,Czech Republic,1.0,20,JaroslavZELENY,10847.7,4053.7,4705.6,1263.4,629.5,195.5,96.0,49.0,30.4
2,Czech Republic,1.0,22,Tomas SOUCEK,11828.0,3337.2,6080.7,1821.5,512.0,76.5,153.0,30.0,27.5
2,Czech Republic,1.0,24,AlexandrSOJKA,10700.6,3149.1,4759.4,1949.2,682.0,160.9,163.0,50.0,29.9
2,Czech Republic,1.0,9,AdamHLOZEK,3767.4,1305.4,1609.6,564.0,218.1,70.4,49.0,20.0,30.8
2,Czech Republic,1.0,13,Mojmir CHYTIL,1627.3,535.6,719.4,191.3,118.2,62.7,17.0,8.0,29.7
2,Czech Republic,1.0,18,MichalSADILEK,3922.7,1014.3,1688.5,771.3,364.4,84.2,71.0,30.0,29.3
2,Czech Republic,1.0,19,Tomas CHORY,3339.2,1351.1,1265.9,459.4,213.2,49.5,36.0,18.0,28.3
4,United States,1.0,24,MattFREESE,6296.2,4769.1,1418.9,100.3,7.9,,6.0,1.0,21.5
4,United States,1.0,2,Sergino DEST,8824.2,2814.7,3949.5,1266.6,580.7,212.8,115.0,53.0,32.3
4,United States,1.0,3,ChrisRICHARDS,10829.8,3742.2,5238.2,1571.8,235.9,41.7,125.0,21.0,30.6
4,United States,1.0,4,TylerADAMS,11205.0,3973.8,4855.2,1544.9,726.5,104.7,136.0,50.0,30.5
4,United States,1.0,5,AntoneeROBINSON,11927.5,3985.9,5100.5,1925.1,667.8,248.1,171.0,57.0,34.0
4,United States,1.0,8,WestonMcKENNIE,11832.5,4574.5,4547.8,1618.6,737.3,354.3,149.0,63.0,31.7
4,United States,1.0,10,Christian PULISIC,5906.9,2081.0,2497.6,873.0,351.2,104.1,73.0,28.0,31.6
4,United States,1.0,13,Tim REAM,9655.3,4504.7,3547.4,1165.3,347.6,90.3,100.0,30.0,30.5
4,United States,1.0,16,AlexFREEMAN,11002.8,3880.1,5049.8,1623.5,393.4,55.9,133.0,37.0,29.0
4,United States,1.0,17,Malik TILLMAN,9570.4,3300.7,4032.4,1480.0,536.7,220.7,134.0,47.0,30.5
4,United States,1.0,20,FolarinBALOGUN,7742.4,3042.2,3154.8,848.7,520.4,176.3,75.0,43.0,30.8
4,United States,1.0,7,GiovanniREYNA,2184.2,535.7,1138.9,414.2,89.4,5.9,35.0,7.0,25.5
4,United States,1.0,9,RicardoPEPI,3341.0,935.5,1422.7,579.4,239.9,163.5,45.0,21.0,30.8
4,United States,1.0,14,SebastianBERHALTER,6313.5,2037.4,2643.5,1164.5,402.8,65.2,92.0,28.0,31.0
4,United States,1.0,21,Timothy WEAH,3275.1,970.6,1269.7,640.2,352.6,42.0,51.0,25.0,28.4
4,Paraguay,0.918,12,Orlando GILL,5901.1,4727.7,1090.6,78.9,4.0,,,,21.9
4,Paraguay,0.918,3,OmarALDERETE,9194.7,4513.7,3380.0,821.1,355.3,124.5,64.0,31.0,30.3
4,Paraguay,0.918,4,JuanJoseCACERES,8402.3,3414.8,3200.7,1065.6,543.5,177.6,92.0,40.0,32.0
4,Paraguay,0.918,6,Junior ALONSO,10277.2,4435.6,3836.0,1366.1,490.3,149.2,128.0,41.0,29.5
4,Paraguay,0.918,8,Diego GOMEZ,9385.5,3535.8,3479.1,1557.5,621.5,191.6,132.0,48.0,31.6
4,Paraguay,0.918,10,MigueIALMIRON,9249.6,3185.3,4303.8,1357.1,358.6,44.8,101.0,32.0,29.3
4,Paraguay,0.918,14,Andres CUBAS,11791.5,3565.4,5498.3,1869.2,719.9,138.8,174.0,48.0,30.1
4,Paraguay,0.918,15,GustavoGOMEZ,9552.7,4670.6,3591.2,676.1,420.2,194.6,63.0,34.0,30.7
4,Paraguay,0.918,16,DamianBOBADILLA,6042.0,2053.1,2582.2,959.4,301.7,145.5,80.0,22.0,30.2
4,Paraguay,0.918,19,Julio ENCISO,10676.1,3541.3,4929.1,1416.3,574.9,214.5,128.0,42.0,33.3
4,Paraguay,0.918,2,GustavoVELAZQUEZ,2009.8,718.7,925.9,207.7,112.6,45.0,19.0,9.0,31.3
4,Paraguay,0.918,11,MAURICIO,5908.7,1990.1,2216.6,1214.9,438.0,49.0,95.0,32.0,27.6
4,Paraguay,0.918,17,AlejandroROMEROGAMARRA,2181.0,559.2,1059.4,407.8,154.7,,35.0,11.0,23.5
4,Paraguay,0.918,18,AlexARCE,4355.1,1318.8,1644.4,850.3,412.9,128.9,67.0,27.0,30.1
5,Haiti,1.0,1,Johny PLACIDE,4114.7,3302.1,747.1,48.2,17.3,,5.0,1.0,23.4
5,Haiti,1.0,2,Carlens ARCUS,10859.5,3954.7,4470.6,1641.9,671.7,120.6,153.0,44.0,28.8
5,Haiti,1.0,4,RicardoADE,9710.9,4008.9,3912.3,1380.8,357.3,51.6,113.0,29.0,28.5
5,Haiti,1.0,5,HannesDELCROIX,10218.2,3890.3,4629.2,1246.1,344.6,108.1,110.0,28.0,31.2
5,Haiti,1.0,8,MartinEXPERIENCE,11711.2,3590.0,5212.9,1945.4,782.7,180.1,155.0,60.0,30.2
5,Haiti,1.0,10,Jean-RicnerBELLEGARDE,11719.9,3735.0,5454.3,2018.4,419.5,92.8,160.0,41.0,34.2
5,Haiti,1.0,11,LouiciusDEEDSON,7334.9,2664.7,2972.0,1034.4,557.8,106.1,83.0,38.0,30.8
5,Haiti,1.0,15,RubenPROVIDENCE,8839.5,3434.9,3461.3,1235.7,478.5,229.1,110.0,41.0,34.0
5,Haiti,1.0,17,DanleyJEANJACQUES,12130.5,3729.6,5325.2,2216.4,695.3,164.1,178.0,50.0,33.3
5,Haiti,1.0,18,WilsonISIDOR,8628.5,3427.4,3224.4,1190.3,575.6,210.7,100.0,39.0,32.6
5,Haiti,1.0,20,FrantzdyPIERROT,11021.6,3736.9,5203.7,1346.2,507.4,227.3,128.0,41.0,30.5
5,Haiti,1.0,16,Lenny JOSEPH,2338.2,886.7,978.5,268.3,165.0,39.7,26.0,12.0,29.0
5,Haiti,1.0,19,YassinFORTUNE,1501.2,501.2,602.8,302.8,59.7,34.8,24.0,5.0,28.2
5,Haiti,1.0,21,Josue CASIMIR,3609.2,1608.7,1237.3,361.7,274.3,127.2,26.0,23.0,33.5
6,Turkey,1.0,23,Ugurcan CAKIR,4625.1,3422.5,992.2,161.9,31.2,17.3,13.0,3.0,28.0
6,Turkey,1.0,2,Zeki CELIK,9541.5,3456.2,3863.1,1348.4,577.8,296.0,118.0,47.0,34.7
6,Turkey,1.0,3,MerihDEMIRAL,9972.4,4621.9,4041.4,771.4,331.3,206.5,67.0,27.0,33.8
6,Turkey,1.0,6,Orkun KOKCU,7613.1,2549.3,3672.1,960.1,353.7,77.8,79.0,30.0,29.2
6,Turkey,1.0,7,KeremAKTURKOGLU,9564.0,3995.3,3656.1,1040.0,604.1,268.4,97.0,53.0,31.4
6,Turkey,1.0,8,ArdaGULER,10811.0,4047.5,4778.2,1402.1,478.2,105.0,128.0,39.0,28.7
6,Turkey,1.0,10,Hakan CALHANOGLU,11710.0,3568.9,5777.8,1893.2,388.0,82.1,147.0,35.0,29.2
6,Turkey,1.0,14,AbdulkerimBARDAKCI,9876.3,4545.1,3885.9,915.5,409.2,120.6,78.0,34.0,28.4
6,Turkey,1.0,16,Ismail YUKSEK,8788.0,3750.2,3785.6,875.2,249.5,127.6,79.0,19.0,32.3
6,Turkey,1.0,20,FerdiKADIOGLU,10570.2,4175.0,4141.8,1394.5,692.2,166.7,118.0,57.0,32.1
6,Turkey,1.0,21,BarisAlperYILMAZ,5586.6,1917.4,2484.5,673.1,297.5,214.1,57.0,24.0,34.3
6,Turkey,1.0,5,SalihOZCAN,1979.9,587.8,855.9,347.4,173.4,15.5,26.0,12.0,28.3
6,Turkey,1.0,9,Deniz GUL,1322.1,496.3,633.7,120.6,64.8,6.7,9.0,6.0,25.8
6,Turkey,1.0,11,Kenan YILDIZ,5024.7,2315.9,2016.4,551.5,115.0,25.7,37.0,13.0,28.1
6,Turkey,1.0,18,Mert MULDUR,2113.0,647.0,903.8,297.2,122.3,142.7,22.0,9.0,31.2
6,Turkey,1.0,19,Yunus AKGUN,3353.0,1427.1,1315.6,337.8,205.7,66.7,26.0,22.0,31.7
10,Curaçao,1.0,1,Eloy ROOM,5089.7,4356.2,647.6,81.6,4.2,,7.0,,22.0
10,Curaçao,1.0,5,ShereIFLORANUS,10463.9,3532.4,4523.6,1497.9,631.5,278.5,119.0,50.0,33.3
10,Curaçao,1.0,7,JuninhoBACUNA,10064.9,4091.4,3907.7,1331.7,553.3,180.8,109.0,49.0,30.7
10,Curaçao,1.0,8,Livano COMENENCIA,10853.1,4044.7,4575.1,1464.5,578.7,190.0,124.0,47.0,32.0
10,Curaçao,1.0,9,JuergenLOCADIA,6563.1,2595.5,2780.7,754.6,306.7,125.5,72.0,28.0,32.6
10,Curaçao,1.0,10,LeandroBACUNA,9305.0,3789.1,4149.8,913.3,338.5,114.2,82.0,26.0,31.8
10,Curaçao,1.0,12,Sontje HANSEN,4910.8,1974.0,1828.5,613.8,358.0,136.4,59.0,26.0,33.1
10,Curaçao,1.0,18,ArmandoOBISPO,8686.7,4271.7,3403.8,678.9,230.7,101.6,55.0,17.0,33.2
10,Curaçao,1.0,21,Tahith CHONG,8768.7,4066.5,3060.4,954.4,511.9,175.6,82.0,31.0,30.0
10,Curaçao,1.0,23,RiechedlyBAZOER,8506.8,4265.0,3211.0,724.9,220.6,85.3,60.0,15.0,27.8
10,Curaçao,1.0,24,Deveron FONVILLE,9725.0,3891.7,3769.5,1092.3,623.4,348.2,86.0,57.0,32.1
10,Curaçao,1.0,11,JeremyANTONISSE,6143.9,1691.7,2806.8,1077.1,375.9,192.4,89.0,30.0,31.3
10,Curaçao,1.0,16,JearI MARGARITHA,3212.1,1083.1,1474.9,402.4,172.0,79.6,35.0,19.0,30.7
10,Curaçao,1.0,19,GervaneKASTANEER,1192.8,518.6,463.8,114.0,79.4,16.9,11.0,5.0,26.8
13,Saudi Arabia,1.0,21,MOHAMMEDALOWAIS,3810.5,3326.2,478.6,5.7,,,1.0,,18.5
13,Saudi Arabia,1.0,4,ABDULELAHALAMRI,8961.7,4576.4,3319.4,780.5,233.4,52.1,67.0,19.0,28.8
13,Saudi Arabia,1.0,5,HASSANALTAMBAKTI,9771.0,3982.0,4511.8,980.0,206.0,91.2,92.0,18.0,30.8
13,Saudi Arabia,1.0,7,MUSABALJUWAYR,8096.6,2639.8,3737.9,1271.4,381.8,65.7,119.0,25.0,26.5
13,Saudi Arabia,1.0,9,FERASALBRIKAN,10197.0,3876.1,4743.0,1144.8,374.7,58.4,104.0,31.0,28.6
13,Saudi Arabia,1.0,10,SALEMALDAWSARI,10726.7,4353.0,3947.2,1555.2,658.3,213.0,140.0,54.0,32.9
13,Saudi Arabia,1.0,12,SAUDABDULHAMID,9020.5,3852.7,3623.8,894.2,438.5,211.2,82.0,40.0,31.6
13,Saudi Arabia,1.0,15,ABDULLAHALKHAIBARI,11274.6,3512.1,5834.0,1541.6,354.5,32.3,144.0,30.0,27.8
13,Saudi Arabia,1.0,23,MOHAMEDKANNO,9830.7,4569.5,3768.5,1133.5,252.2,107.0,103.0,21.0,31.8
13,Saudi Arabia,1.0,24,MOTEBALHARBI,10120.5,3980.1,4168.1,1199.4,518.3,254.7,108.0,41.0,33.8
13,Saudi Arabia,1.0,26,MOHAMMEDABUALSHAMAT,9476.2,3411.9,4161.9,1201.8,539.9,160.6,103.0,46.0,31.2
13,Saudi Arabia,1.0,3,ALILAJAMI,609.7,236.5,253.6,60.5,56.1,3.0,6.0,4.0,25.8
13,Saudi Arabia,1.0,6,NASSERALDAWSARI,3903.1,1231.4,1651.8,737.8,231.7,50.4,62.0,21.0,30.2
13,Saudi Arabia,1.0,13,NAWAFBUWASHL,2030.3,636.9,896.3,282.4,166.4,48.4,23.0,17.0,30.0
13,Saudi Arabia,1.0,18,ALAALHAJJI,796.2,190.5,353.5,161.1,80.5,10.6,15.0,5.0,25.6
13,Saudi Arabia,1.0,19,ABDULLAHALHAMDDAN,912.0,189.2,309.9,171.9,168.9,72.1,14.0,12.0,29.7
13,Uruguay,1.0,23,FernandoMUSLERA,4347.5,3563.5,660.6,84.9,21.8,16.8,10.0,3.0,29.7
13,Uruguay,1.0,3,Sebastian CACERES,10017.5,4426.5,3976.6,1120.6,341.0,152.9,88.0,28.0,32.4
13,Uruguay,1.0,5,ManuelUGARTE,8237.5,3010.4,3855.0,972.5,307.4,92.1,96.0,24.0,31.8
13,Uruguay,1.0,6,RodrigoBENTANCUR,11131.6,4926.1,4501.2,1158.8,436.8,108.6,107.0,32.0,30.4
13,Uruguay,1.0,8,FedericoVALVERDE,9404.5,4090.9,3936.8,874.0,372.4,130.4,75.0,36.0,33.3
13,Uruguay,1.0,9,DarwinNUNEZ,5130.9,2144.7,2040.1,560.8,257.6,127.7,46.0,21.0,34.6
13,Uruguay,1.0,13,GuillermoVARELA,11001.3,4255.8,4290.2,1429.0,741.2,285.1,123.0,59.0,33.3
13,Uruguay,1.0,16,MathiasOLIVERA,11757.1,4177.7,4964.9,2002.6,524.7,87.2,166.0,34.0,28.2
13,Uruguay,1.0,17,MatiasVINA,5227.5,1902.4,2077.2,844.8,329.1,74.0,71.0,30.0,30.5
13,Uruguay,1.0,20,MaxiARAUJO,8348.9,3463.9,3384.7,1004.9,338.7,156.6,89.0,28.0,32.4
13,Uruguay,1.0,21,Federico VINAS,9066.4,4389.0,3040.9,1063.4,369.4,203.7,93.0,39.0,31.0
13,Uruguay,1.0,7,NicolasDELACRUZ,3035.6,1019.3,1264.2,499.2,230.7,22.2,44.0,16.0,27.7
13,Uruguay,1.0,14,Agustin CANOBBIO,5678.0,1789.4,2630.1,847.3,353.4,57.7,75.0,26.0,27.8
13,Uruguay,1.0,18,BrianRODRIGUEZ,1857.4,738.9,686.5,294.8,92.8,44.3,27.0,8.0,31.8
13,Uruguay,1.0,19,Rodrigo AGUIRRE,898.7,333.8,285.4,167.5,81.7,30.3,12.0,4.0,30.6
13,Uruguay,1.0,25,JuanManuelSANABRIA,5774.7,2238.7,2111.2,805.9,386.8,232.1,60.0,28.0,32.6
14,Cape Verde,1.0,1,VOZINHA,4821.0,3814.1,863.8,125.3,16.3,1.4,16.0,1.0,25.1
14,Cape Verde,1.0,3,DINEYBORGES,10203.2,4052.0,4767.3,1058.1,199.9,126.0,95.0,21.0,30.1
14,Cape Verde,1.0,4,PICOLOPES,9707.8,3881.4,4754.2,818.2,203.4,50.5,83.0,17.0,32.5
14,Cape Verde,1.0,6,KEVIN PINA,10639.8,3466.9,5579.0,1154.7,331.4,107.9,91.0,24.0,28.4
14,Cape Verde,1.0,7,JOVANECABRAL,6563.2,2773.9,2347.2,953.4,398.8,90.0,95.0,31.0,28.9
14,Cape Verde,1.0,10,JAMIROMONTEIRO,9088.3,3292.4,4444.7,986.0,320.5,44.8,90.0,27.0,27.8
14,Cape Verde,1.0,13,SIDNYLOPESCABRAL,8236.0,3022.3,3801.2,857.3,370.1,185.0,72.0,32.0,32.2
14,Cape Verde,1.0,15,LAROSDUARTE,7536.6,2253.1,4187.1,849.9,243.8,2.7,78.0,19.0,25.6
14,Cape Verde,1.0,19,DAILONLIVRAMENTO,8264.9,2478.4,4250.5,988.3,330.9,216.8,83.0,34.0,33.6
14,Cape Verde,1.0,20,RYAN MENDES,11053.2,3973.4,4753.7,1446.6,603.5,276.0,125.0,44.0,32.4
14,Cape Verde,1.0,22,STEVENMOREIRA,10518.3,3892.5,5054.2,1122.9,344.8,103.9,101.0,31.0,31.7
14,Cape Verde,1.0,8,JOAOPAULO,2192.2,811.3,945.5,248.0,156.6,30.8,18.0,10.0,28.9
14,Cape Verde,1.0,14,DEROYDUARTE,3899.6,1245.5,1907.8,515.7,148.5,82.1,43.0,12.0,30.3
14,Cape Verde,1.0,17,WILLYSEMEDO,4115.5,1308.4,1941.1,477.5,271.0,117.6,39.0,18.0,29.0
14,Cape Verde,1.0,18,TELMOARCANJO,1903.5,573.2,799.7,265.2,165.4,100.0,26.0,11.0,31.7
14,Cape Verde,1.0,21,NUNODACOSTA,3629.5,1286.6,1791.4,365.2,142.8,43.5,29.0,10.0,28.8
15,New Zealand,1.0,1,MaxCROCOMBE,4236.9,3342.9,786.3,90.8,16.9,,7.0,2.0,24.0
15,New Zealand,1.0,2,Tim PAYNE,8310.2,3296.6,3125.1,1017.3,578.2,292.9,90.0,42.0,30.5
15,New Zealand,1.0,5,MichaelBOXALL,9279.4,3876.6,3881.0,1001.1,375.8,144.9,77.0,28.0,29.9
15,New Zealand,1.0,6,Joe BELL,11525.2,3781.4,5129.3,1846.9,628.5,139.2,155.0,41.0,28.7
15,New Zealand,1.0,8,MarkoSTAMENIC,10496.0,3890.5,4381.9,1320.9,633.9,268.8,115.0,42.0,32.3
15,New Zealand,1.0,9,Chris WOOD,10232.8,4353.0,4030.3,1236.9,532.6,80.0,110.0,41.0,30.6
15,New Zealand,1.0,10,Sarpreet SINGH,11363.8,3549.2,5398.8,1553.9,692.6,169.4,140.0,51.0,30.6
15,New Zealand,1.0,11,Elijah JUST,11395.7,3790.6,4523.8,1850.0,873.7,357.7,161.0,70.0,31.4
15,New Zealand,1.0,13,LiberatoCACACE,8371.4,2712.8,3563.3,1356.3,597.7,141.3,113.0,39.0,28.5
15,New Zealand,1.0,16,Finn SURMAN,9967.6,3895.7,4519.1,972.0,402.4,178.4,86.0,29.0,31.7
15,New Zealand,1.0,20,CallumMcCOWATT,8513.4,3035.9,3308.9,1342.5,612.4,213.7,131.0,42.0,31.1
15,New Zealand,1.0,4,Tyler BINDON,501.7,133.8,184.5,92.8,85.7,5.0,9.0,5.0,25.7
15,New Zealand,1.0,19,Ben OLD,2817.9,1220.9,934.1,377.9,156.9,128.0,32.0,15.0,32.4
15,New Zealand,1.0,21,Jesse RANDALL,664.5,130.4,244.4,163.2,82.7,43.8,14.0,6.0,31.7
15,New Zealand,1.0,23,Ryan THOMAS,3350.4,1138.7,1353.8,610.4,198.5,48.9,51.0,14.0,28.3
15,New Zealand,1.0,24,Callan ELLIOT,1875.7,745.4,818.0,176.6,86.3,49.5,19.0,8.0,30.9
16,Belgium,1.0,1,ThibautCOURTOIS,4379.7,3532.5,682.5,126.5,32.0,6.1,11.0,3.0,26.6
16,Belgium,1.0,4,Brandon MECHELE,10631.4,3595.5,4683.1,1499.0,649.4,204.3,121.0,46.0,30.8
16,Belgium,1.0,7,KevinDEBRUYNE,10138.8,3536.6,4075.0,1755.0,618.5,153.6,133.0,48.0,31.0
16,Belgium,1.0,8,YouriTIELEMANS,11638.1,3177.0,5530.3,1963.3,777.9,189.6,166.0,59.0,29.6
16,Belgium,1.0,10,LeandroTROSSARD,11122.8,3719.0,5064.5,1502.3,670.8,166.2,130.0,46.0,32.2
16,Belgium,1.0,11,JeremyDOKU,8565.2,3865.7,3016.1,1154.3,360.7,168.4,96.0,33.0,32.0
16,Belgium,1.0,15,ThomasMEUNIER,12278.4,3763.7,5405.8,1873.1,760.3,475.5,163.0,64.0,33.0
16,Belgium,1.0,17,CharlesDEKETELAERE,7497.8,2830.2,3076.8,966.5,381.6,242.8,78.0,34.0,33.5
16,Belgium,1.0,21,Timothy CASTAGNE,7326.6,2325.7,3271.9,1066.9,593.5,68.6,88.0,39.0,28.6
16,Belgium,1.0,24,Amadou ONANA,6466.5,2223.2,2959.2,919.6,280.7,83.8,69.0,20.0,32.1
16,Belgium,1.0,25,Nathan NGOY,9718.9,4112.3,4033.6,929.3,401.4,242.4,87.0,34.0,34.5
16,Belgium,1.0,5,MaximDECUYPER,4235.4,1342.5,1853.5,603.4,255.7,180.3,49.0,19.0,32.9
16,Belgium,1.0,9,Romelu LUKAKU,2565.9,1082.3,1013.5,293.9,111.6,64.7,26.0,8.0,30.0
16,Belgium,1.0,20,Hans VANAKEN,1214.0,376.1,516.9,263.4,50.1,7.5,21.0,4.0,25.7
16,Belgium,1.0,23,NicolasRASKIN,4253.9,1419.7,1930.9,503.3,230.4,169.6,34.0,16.0,31.9
16,Belgium,1.0,26,MatiasFERNANDEZ-PARDO,1307.3,351.6,464.6,291.4,136.7,63.0,20.0,12.0,32.0
18,Iraq,1.0,12,JALAL HASSAN,4901.1,3964.7,858.0,55.6,22.8,,5.0,2.0,24.2
18,Iraq,1.0,3,HUSSEIN ALI,8064.6,3014.2,3349.9,1096.7,434.7,169.1,84.0,35.0,31.7
18,Iraq,1.0,4,ZAIDTAHSEEN,10005.6,3846.1,4404.6,1328.7,242.7,183.5,113.0,27.0,31.9
18,Iraq,1.0,5,AKAM HASHIM,9235.9,3785.5,3715.3,1262.0,315.1,157.9,103.0,28.0,31.4
18,Iraq,1.0,8,IBRAHIMBAYESH,8506.0,3408.8,3240.0,1213.5,416.9,226.8,101.0,38.0,31.9
18,Iraq,1.0,9,ALIALHAMADI,7158.0,2401.5,3056.7,1047.1,537.9,114.8,94.0,49.0,33.5
18,Iraq,1.0,16,AMIRALAMMARI,11207.3,3928.3,4869.7,1729.6,516.0,163.7,149.0,38.0,30.2
18,Iraq,1.0,17,ALIJASIM,8363.3,2372.4,3562.4,1699.7,644.2,84.5,140.0,52.0,28.9
18,Iraq,1.0,18,AYMENHUSSEIN,9971.5,4505.1,3631.5,1184.8,452.2,198.0,108.0,40.0,29.7
18,Iraq,1.0,23,MERCHASDOSKI,10501.1,3656.7,4891.0,1245.3,480.8,227.3,110.0,37.0,30.9
18,Iraq,1.0,24,ZAIDISMAEL,7912.6,2217.8,3502.2,1670.5,370.4,151.8,126.0,29.0,28.6
18,Iraq,1.0,10,MOHANADALI,2368.0,775.2,979.7,368.1,198.6,46.3,36.0,16.0,28.9
18,Iraq,1.0,11,AHMEDQASEM,2789.0,996.1,1036.3,418.7,265.8,72.1,36.0,21.0,28.0
18,Iraq,1.0,14,ZIDANE IQBAL,4290.7,1289.4,1865.7,855.4,237.0,43.2,69.0,15.0,28.2
18,Iraq,1.0,21,MARKOFARJI,3978.9,1559.1,1531.3,589.0,226.6,73.0,58.0,18.0,31.9
18,Iraq,1.0,25,MUSTAFASAADOON,2482.8,1059.9,863.5,289.0,190.1,80.4,26.0,15.0,31.6
18,Norway,1.0,1,Orjan NYLAND,6255.3,4789.2,1326.6,139.5,,,16.0,,19.8
18,Norway,1.0,3,Kristoffer AJER,10260.5,4615.8,3978.7,1275.8,273.8,116.4,93.0,25.0,31.8
18,Norway,1.0,5,DavidMOLLERWOLFE,7988.3,2598.5,3726.3,999.6,385.2,278.6,88.0,38.0,33.4
18,Norway,1.0,7,AlexanderSORLOTH,8414.2,2797.3,3636.5,1313.7,386.9,279.7,110.0,32.0,32.7
18,Norway,1.0,8,SanderBERGE,11782.8,3872.0,5381.2,1990.3,445.4,93.9,160.0,38.0,28.4
