espn_id,date,kickoff_utc,stage,home_team,away_team,home_score,away_score,total_goals,gd,outcome,winner,p_home,p_draw,p_away,brier,fav_side,p_fav,upset,fav_won,venue_city,stadium,lat,lon,tz,local_hour,daypart,temp_c,humidity_pct,apparent_c,heat_humidity_index,venue_env,open_air,tournament_day,matchday_mean,rest_days_min,wet_bulb_ko,wet_bulb_2h,radiation_ko,radiation_2h,wind_ko,wind_2h,cloud_ko,cloud_2h,precip_ko,precip_2h,err,attendance,fouls_h,yellows_h,reds_h,poss_h,shots_h,eacc_passes_h,epasses_h,fouls_a,yellows_a,reds_a,poss_a,shots_a,eacc_passes_a,epasses_a,delays,first_sub_h,subs_by60_h,first_sub_a,subs_by60_a,passes_total,fouls_total,cards_total,first_sub_mean,subs_by60_total,xg_h,xg_a,passes_h,passes_h2,passes_a,passes_a2,linebreaks_h,linebreaks_a,recff_h,recff_a,progress_h,progress_a,pressures_h,pressures_h2,pressures_a,pressures_a2,turnovers_h,turnovers_a,secondballs_h,secondballs_a,dist_h,dist_a,zone4_h,zone4_a,dist_total,zone4_total,xg_total,pass_tempo
760452,2026-06-22,2026-06-22 01:00:00+00:00,group,New Zealand,Egypt,1,3,4,-2,A,Egypt,0.2414,0.271,0.4876,0.3943,A,0.4876,0.0,1.0,Vancouver,BC Place,49.2768,-123.112,America/Vancouver,18.0,evening(18-21),22.0,41.0,20.2,9.02,roof_canopy,0,11.041666666666666,2.0,6.0,14.0,13.866666666666665,534.0,366.3333333333333,8.5,7.433333333333333,5.0,5.0,0.0,0.0,,52497,14.0,2.0,0.0,44.4,11.0,337.0,421.0,8.0,1.0,0.0,55.6,19.0,460.0,526.0,11,66,0,41,1,947.0,22.0,3.0,53.5,1,0.71,2.1,437.0,355.0,544.0,486.0,85.0,110.0,80.0,167.0,23.0,17.0,289.0,47.0,249.0,45.0,39.0,51.0,76.0,72.0,118.5,118.3,6.8,7.1,236.8,13.899999999999999,2.81,981.0
760456,2026-06-22,2026-06-22 17:00:00+00:00,group,Argentina,Austria,2,0,2,2,H,Argentina,0.6337,0.2311,0.1351,0.2058,H,0.6337,0.0,1.0,"Arlington, Texas",AT&T Stadium,32.7473,-97.0945,America/Chicago,12.0,midday(<15),29.1,73.0,35.1,21.243,indoor_ac,0,11.708333333333334,2.0,5.541666666666667,25.2,25.76666666666667,814.0,872.6666666666666,10.1,12.766666666666666,5.0,15.0,0.0,0.03333333333333333,,70649,13.0,2.0,0.0,53.6,12.0,494.0,554.0,13.0,2.0,0.0,46.4,6.0,401.0,468.0,13,57,1,67,0,1022.0,26.0,4.0,62.0,1,2.45,0.63,564.0,509.0,475.0,416.0,87.0,91.0,103.0,146.0,14.0,18.0,229.0,35.0,299.0,48.0,41.0,31.0,53.0,65.0,104.4,107.8,4.5,4.9,212.2,9.4,3.08,1039.0
760457,2026-06-22,2026-06-22 21:00:00+00:00,group,France,Iraq,3,0,3,3,H,France,0.7605,0.175,0.0646,0.0922,H,0.7605,0.0,1.0,"Philadelphia, Pennsylvania",Lincoln Financial Field,39.9008,-75.1675,America/New_York,17.0,afternoon(15-18),30.6,44.0,30.3,13.464,open,1,11.875,2.0,5.958333333333333,21.6,22.099999999999998,462.0,250.0,18.5,10.666666666666666,97.0,97.33333333333333,0.6,1.5,,68324,8.0,0.0,0.0,55.6,19.0,540.0,603.0,4.0,1.0,0.0,44.4,4.0,413.0,481.0,4,68,0,26,3,1084.0,12.0,1.0,47.0,3,2.3,0.7,604.0,553.0,502.0,431.0,117.0,89.0,246.0,50.0,38.0,26.0,257.0,35.0,304.0,43.0,42.0,37.0,79.0,55.0,107.7,112.1,4.7,4.5,219.8,9.2,3.0,1106.0
760454,2026-06-23,2026-06-23 00:00:00+00:00,group,Norway,Senegal,3,2,5,1,H,Norway,0.5487,0.2575,0.1938,0.3075,H,0.5487,0.0,1.0,"East Rutherford, New Jersey",MetLife Stadium,40.8135,-74.0745,America/New_York,20.0,evening(18-21),21.3,92.0,23.7,19.596,open,1,12.0,2.0,6.083333333333333,20.3,20.666666666666668,56.0,19.0,9.4,10.799999999999999,100.0,96.33333333333333,0.5,0.3333333333333333,,80663,13.0,0.0,0.0,41.7,13.0,282.0,353.0,5.0,0.0,0.0,58.3,16.0,430.0,489.0,8,13,2,54,2,842.0,18.0,0.0,33.5,4,1.5,2.05,361.0,295.0,504.0,447.0,68.0,99.0,87.0,181.0,19.0,27.0,224.0,33.0,233.0,41.0,32.0,36.0,55.0,74.0,120.3,111.2,6.5,6.1,231.5,12.6,3.55,865.0
760455,2026-06-23,2026-06-23 03:00:00+00:00,group,Jordan,Algeria,1,2,3,-1,A,Algeria,0.2078,0.2622,0.5299,0.3329,A,0.5299,0.0,1.0,"Santa Clara, California",Levi's Stadium,37.403,-121.97,America/Los_Angeles,20.0,evening(18-21),17.4,69.0,16.3,12.005999999999998,open,1,12.125,2.0,5.958333333333333,13.6,13.066666666666668,133.0,47.666666666666664,10.6,10.133333333333335,1.0,1.0,0.0,0.0,,68371,11.0,1.0,0.0,27.9,8.0,181.0,251.0,6.0,1.0,0.0,72.1,17.0,561.0,641.0,4,76,0,45,2,892.0,17.0,2.0,60.5,2,0.38,2.05,270.0,201.0,661.0,590.0,71.0,99.0,49.0,182.0,29.0,39.0,355.0,76.0,199.0,48.0,47.0,55.0,67.0,85.0,117.5,116.3,5.9,6.6,233.8,12.5,2.4299999999999997,931.0
760461,2026-06-23,2026-06-23 17:00:00+00:00,group,Portugal,Uzbekistan,5,0,5,5,H,Portugal,0.5911,0.2455,0.1634,0.2542,H,0.5911,0.0,1.0,"Houston, Texas",NRG Stadium,29.6847,-95.4107,America/Chicago,12.0,midday(<15),31.3,67.0,37.9,20.971,indoor_ac,0,12.708333333333334,2.0,5.625,26.2,26.23333333333333,815.0,885.3333333333334,8.6,10.233333333333333,16.0,13.333333333333334,0.0,0.0,,68777,14.0,1.0,0.0,65.9,17.0,561.0,624.0,15.0,1.0,0.0,34.1,7.0,262.0,327.0,7,45,2,45,2,951.0,29.0,2.0,45.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760458,2026-06-23,2026-06-23 20:00:00+00:00,group,England,Ghana,0,0,0,0,D,,0.7828,0.1629,0.0543,1.3165,H,0.7828,1.0,0.0,"Foxborough, Massachusetts",Gillette Stadium,42.0909,-71.2643,America/New_York,16.0,afternoon(15-18),19.6,96.0,21.4,18.816000000000003,open,1,12.833333333333334,2.0,5.875,19.1,19.0,163.0,144.66666666666666,9.9,8.6,100.0,100.0,0.5,0.3666666666666667,,63983,14.0,1.0,0.0,78.9,19.0,586.0,633.0,24.0,1.0,0.0,21.1,2.0,127.0,172.0,8,65,0,66,0,805.0,38.0,2.0,65.5,0,1.78,0.34,652.0,605.0,179.0,128.0,106.0,36.0,218.0,24.0,31.0,11.0,105.0,39.0,298.0,50.0,25.0,31.0,65.0,32.0,108.3,105.9,5.1,4.3,214.2,9.399999999999999,2.12,831.0
760460,2026-06-23,2026-06-23 23:00:00+00:00,group,Panama,Croatia,0,1,1,-1,A,Croatia,0.2114,0.2633,0.5253,0.3394,A,0.5253,0.0,1.0,Toronto,BMO Field,43.6332,-79.4185,America/Toronto,19.0,evening(18-21),22.1,50.0,20.3,11.05,open,1,12.958333333333334,2.0,6.0,15.5,14.833333333333334,332.0,183.66666666666666,15.1,13.799999999999999,27.0,42.0,0.2,0.06666666666666667,,43036,19.0,1.0,0.0,42.0,8.0,277.0,352.0,12.0,1.0,0.0,58.0,6.0,432.0,512.0,4,77,0,45,2,864.0,31.0,2.0,61.0,2,0.69,0.82,356.0,282.0,518.0,445.0,80.0,75.0,97.0,96.0,24.0,19.0,269.0,58.0,236.0,51.0,44.0,47.0,81.0,65.0,108.2,110.0,5.8,6.9,218.2,12.7,1.5099999999999998,874.0
760459,2026-06-24,2026-06-24 02:00:00+00:00,group,Colombia,DR Congo,1,0,1,1,H,Colombia,0.671,0.2165,0.1125,0.1678,H,0.671,0.0,1.0,Guadalajara,Estadio Akron,20.6819,-103.4625,America/Mexico_City,20.0,evening(18-21),18.4,88.0,19.5,16.191999999999997,open,1,13.083333333333334,2.0,6.0,17.0,16.400000000000002,15.0,5.0,7.4,7.433333333333334,13.0,14.0,0.0,0.0,,45358,12.0,2.0,0.0,63.5,20.0,473.0,541.0,16.0,1.0,0.0,36.5,7.0,226.0,299.0,7,58,2,45,2,840.0,28.0,3.0,51.5,4,1.54,0.42,548.0,475.0,315.0,236.0,94.0,51.0,146.0,56.0,14.0,10.0,155.0,31.0,300.0,47.0,40.0,40.0,64.0,59.0,104.0,106.0,5.0,5.1,210.0,10.1,1.96,863.0
760462,2026-06-24,2026-06-24 19:00:00+00:00,group,Bosnia and Herzegovina,Qatar,3,1,4,2,H,Bosnia and Herzegovina,0.407,0.3307,0.2622,0.5298,H,0.407,0.0,1.0,"Seattle, Washington",Lumen Field,47.5952,-122.3316,America/Los_Angeles,12.0,midday(<15),27.0,36.0,28.6,9.72,open,1,13.791666666666666,3.0,5.875,17.4,17.7,851.0,895.6666666666666,4.0,2.8000000000000003,6.0,32.0,0.0,0.0,,66925,9.0,1.0,0.0,54.4,14.0,452.0,515.0,14.0,1.0,0.0,45.6,9.0,371.0,434.0,13,45,2,45,2,949.0,23.0,2.0,45.0,4,0.77,1.17,521.0,461.0,457.0,388.0,99.0,90.0,92.0,94.0,29.0,13.0,248.0,41.0,264.0,37.0,43.0,42.0,59.0,55.0,113.8,110.0,5.5,5.4,223.8,10.9,1.94,978.0
760463,2026-06-24,2026-06-24 19:00:00+00:00,group,Switzerland,Canada,2,1,3,1,H,Switzerland,0.3176,0.3359,0.3466,0.6986,A,0.3466,1.0,0.0,Vancouver,BC Place,49.2768,-123.112,America/Vancouver,12.0,midday(<15),24.1,45.0,25.0,10.845,roof_canopy,0,13.791666666666666,3.0,5.875,16.5,16.2,772.0,844.3333333333334,6.2,7.933333333333333,24.0,15.666666666666666,0.0,0.0,,52497,19.0,1.0,0.0,55.3,6.0,369.0,443.0,13.0,2.0,0.0,44.7,13.0,271.0,339.0,4,74,0,58,3,782.0,32.0,3.0,66.0,3,1.68,1.61,471.0,389.0,353.0,275.0,95.0,87.0,55.0,103.0,16.0,21.0,216.0,50.0,299.0,44.0,49.0,50.0,53.0,64.0,109.9,114.6,5.2,7.1,224.5,12.3,3.29,824.0
760465,2026-06-24,2026-06-24 22:00:00+00:00,group,Scotland,Brazil,0,3,3,-3,A,Brazil,0.1853,0.3096,0.5051,0.3751,A,0.5051,0.0,1.0,"Miami Gardens, Florida",Hard Rock Stadium,25.958,-80.2389,America/New_York,18.0,evening(18-21),27.3,87.0,33.6,23.751,open,1,13.916666666666666,3.0,4.895833333333333,25.5,25.46666666666667,314.0,193.33333333333334,2.1,2.5333333333333337,92.0,96.66666666666667,1.1,0.43333333333333335,,64478,10.0,1.0,0.0,46.0,14.0,450.0,500.0,11.0,2.0,0.0,54.0,21.0,564.0,605.0,7,45,1,65,0,1105.0,21.0,3.0,55.0,1,0.69,3.78,520.0,466.0,615.0,571.0,99.0,108.0,96.0,139.0,15.0,20.0,241.0,34.0,227.0,24.0,33.0,28.0,49.0,53.0,113.2,110.7,4.4,4.2,223.9,8.600000000000001,4.47,1135.0
760464,2026-06-24,2026-06-24 22:00:00+00:00,group,Morocco,Haiti,4,2,6,2,H,Morocco,0.6851,0.2357,0.0792,0.161,H,0.6851,0.0,1.0,"Atlanta, Georgia",Mercedes-Benz Stadium,33.7554,-84.4008,America/New_York,18.0,evening(18-21),28.5,43.0,29.4,12.255,indoor_ac,0,13.916666666666666,3.0,4.895833333333333,19.8,20.066666666666666,554.0,348.6666666666667,4.7,4.666666666666667,51.0,27.333333333333332,0.0,0.0,,68239,10.0,0.0,0.0,69.1,22.0,477.0,541.0,18.0,3.0,0.0,30.9,9.0,198.0,247.0,11,70,0,67,0,788.0,28.0,3.0,68.5,0,2.12,0.65,557.0,495.0,265.0,212.0,124.0,49.0,157.0,40.0,39.0,32.0,172.0,57.0,331.0,50.0,38.0,50.0,64.0,59.0,111.2,107.5,6.8,5.9,218.7,12.7,2.77,822.0
760467,2026-06-25,2026-06-25 01:00:00+00:00,group,Czech Republic,Mexico,0,3,3,-3,A,Mexico,0.0941,0.2511,0.6548,0.1911,A,0.6548,0.0,1.0,Mexico City,Estadio Azteca,19.3029,-99.1505,America/Mexico_City,19.0,evening(18-21),19.0,61.0,18.5,11.59,open,1,14.041666666666666,3.0,6.0,14.2,14.5,91.0,31.0,6.5,3.766666666666667,61.0,63.0,0.1,0.8333333333333334,,80824,9.0,0.0,0.0,51.9,13.0,333.0,398.0,13.0,1.0,0.0,48.1,11.0,330.0,386.0,10,56,1,63,0,784.0,22.0,1.0,59.5,1,0.44,2.1,423.0,352.0,394.0,340.0,82.0,71.0,80.0,109.0,18.0,14.0,213.0,27.0,233.0,23.0,38.0,35.0,66.0,51.0,111.6,114.7,5.3,5.5,226.3,10.8,2.54,817.0
760466,2026-06-25,2026-06-25 01:00:00+00:00,group,South Africa,South Korea,1,0,1,1,H,South Africa,0.14,0.2867,0.5732,1.1504,A,0.5732,1.0,0.0,Guadalupe,Estadio BBVA (Monterrey),25.669,-100.244,America/Monterrey,19.0,evening(18-21),29.6,57.0,31.1,16.872,open,1,14.041666666666666,3.0,6.0,23.1,22.8,151.0,55.333333333333336,16.3,14.5,4.0,2.6666666666666665,0.0,0.0,,51243,7.0,1.0,0.0,31.6,13.0,277.0,340.0,9.0,1.0,0.0,68.4,8.0,641.0,719.0,4,62,0,45,3,1059.0,16.0,2.0,53.5,3,0.89,0.74,345.0,279.0,718.0,657.0,69.0,114.0,53.0,187.0,21.0,15.0,321.0,37.0,199.0,27.0,40.0,28.0,68.0,63.0,111.8,111.0,5.4,5.4,222.8,10.8,1.63,1063.0
760473,2026-06-25,2026-06-25 20:00:00+00:00,group,Curaçao,Ivory Coast,0,2,2,-2,A,Ivory Coast,0.1805,0.2853,0.5343,0.3309,A,0.5343,0.0,1.0,"Philadelphia, Pennsylvania",Lincoln Financial Field,39.9008,-75.1675,America/New_York,16.0,afternoon(15-18),29.2,35.0,28.6,10.22,open,1,14.833333333333334,3.0,4.833333333333333,18.9,18.933333333333334,627.0,468.3333333333333,11.8,13.200000000000001,95.0,80.0,0.0,0.0,,68324,11.0,2.0,0.0,36.7,11.0,295.0,355.0,6.0,1.0,0.0,63.3,7.0,558.0,624.0,6,61,0,45,1,979.0,17.0,3.0,53.0,1,0.66,0.93,369.0,312.0,644.0,574.0,78.0,116.0,69.0,131.0,27.0,26.0,299.0,62.0,201.0,43.0,43.0,44.0,57.0,65.0,106.2,106.4,5.5,5.3,212.60000000000002,10.8,1.59,1013.0
760468,2026-06-25,2026-06-25 20:00:00+00:00,group,Ecuador,Germany,2,1,3,1,H,Ecuador,0.2579,0.3075,0.4346,0.8341,A,0.4346,1.0,0.0,"East Rutherford, New Jersey",MetLife Stadium,40.8135,-74.0745,America/New_York,16.0,afternoon(15-18),27.9,39.0,26.5,10.880999999999998,open,1,14.833333333333334,3.0,4.833333333333333,18.5,18.2,579.0,511.0,15.8,16.46666666666667,41.0,62.0,0.0,0.0,,80663,15.0,3.0,0.0,38.9,7.0,312.0,378.0,10.0,1.0,0.0,61.1,11.0,517.0,592.0,7,64,0,45,3,970.0,25.0,4.0,54.5,3,1.29,0.74,389.0,325.0,612.0,537.0,61.0,114.0,93.0,146.0,24.0,25.0,299.0,58.0,231.0,41.0,49.0,51.0,66.0,85.0,109.8,114.5,6.1,6.3,224.3,12.399999999999999,2.0300000000000002,1001.0
760471,2026-06-25,2026-06-25 23:00:00+00:00,group,Japan,Sweden,1,1,2,0,D,,0.572,0.2733,0.1547,0.8792,H,0.572,1.0,0.0,"Arlington, Texas",AT&T Stadium,32.7473,-97.0945,America/Chicago,18.0,evening(18-21),33.2,46.0,34.2,15.272,indoor_ac,0,14.958333333333334,3.0,4.791666666666667,24.2,24.366666666666664,530.0,333.6666666666667,19.2,18.933333333333334,31.0,51.666666666666664,0.0,0.0,,70137,20.0,1.0,0.0,52.3,8.0,378.0,445.0,11.0,2.0,0.0,47.7,11.0,312.0,395.0,8,39,1,37,1,840.0,31.0,3.0,38.0,2,1.22,0.56,454.0,381.0,410.0,330.0,79.0,72.0,95.0,111.0,16.0,18.0,221.0,47.0,201.0,26.0,42.0,37.0,62.0,74.0,110.2,111.1,5.3,5.1,221.3,10.399999999999999,1.78,864.0
760472,2026-06-25,2026-06-25 23:00:00+00:00,group,Tunisia,Netherlands,1,3,4,-2,A,Netherlands,0.0577,0.191,0.7513,0.1017,A,0.7513,0.0,1.0,"Kansas City, Missouri",Arrowhead Stadium,39.0489,-94.4839,America/Chicago,18.0,evening(18-21),22.2,91.0,24.9,20.202,open,1,14.958333333333334,3.0,4.791666666666667,21.1,20.833333333333332,283.0,115.0,10.7,10.399999999999999,100.0,99.0,1.5,2.9333333333333336,,68391,11.0,0.0,0.0,28.6,10.0,199.0,258.0,10.0,0.0,0.0,71.4,20.0,602.0,647.0,4,67,0,72,0,905.0,21.0,0.0,69.5,0,0.76,1.79,265.0,208.0,668.0,619.0,56.0,115.0,54.0,233.0,15.0,25.0,346.0,51.0,173.0,32.0,34.0,34.0,40.0,61.0,111.1,106.8,5.1,5.3,217.89999999999998,10.399999999999999,2.55,933.0
760469,2026-06-26,2026-06-26 02:00:00+00:00,group,Paraguay,Australia,0,0,0,0,D,,0.3415,0.3147,0.3438,0.7045,A,0.3438,1.0,0.0,"Santa Clara, California",Levi's Stadium,37.403,-121.97,America/Los_Angeles,19.0,evening(18-21),20.1,54.0,18.2,10.854,open,1,15.083333333333334,3.0,5.958333333333333,14.2,13.333333333333334,325.0,155.66666666666666,13.4,10.133333333333333,2.0,8.333333333333334,0.0,0.0,,68827,9.0,1.0,0.0,44.0,7.0,330.0,426.0,6.0,1.0,0.0,56.0,12.0,438.0,537.0,8,45,1,58,1,963.0,15.0,2.0,51.5,2,0.29,0.7,418.0,345.0,526.0,446.0,49.0,86.0,62.0,109.0,18.0,30.0,284.0,62.0,210.0,33.0,51.0,43.0,64.0,93.0,113.1,116.4,5.5,5.6,229.5,11.1,0.99,944.0
760470,2026-06-26,2026-06-26 02:00:00+00:00,group,Turkey,United States,3,2,5,1,H,Turkey,0.1395,0.264,0.5965,1.166,A,0.5965,1.0,0.0,"Inglewood, California",SoFi Stadium,33.9535,-118.3392,America/Los_Angeles,19.0,evening(18-21),19.8,67.0,19.4,13.266000000000002,roof_canopy,0,15.083333333333334,3.0,5.958333333333333,15.7,15.466666666666669,256.0,108.66666666666667,10.3,8.633333333333335,0.0,0.6666666666666666,0.0,0.0,,70492,13.0,0.0,0.0,47.4,9.0,335.0,434.0,13.0,1.0,0.0,52.6,18.0,398.0,471.0,10,84,0,58,1,905.0,26.0,1.0,71.0,1,1.71,1.78,456.0,353.0,495.0,424.0,88.0,91.0,106.0,111.0,24.0,19.0,219.0,56.0,267.0,50.0,50.0,47.0,75.0,61.0,115.0,127.6,5.8,7.7,242.6,13.5,3.49,951.0
760474,2026-06-26,2026-06-26 19:00:00+00:00,group,Senegal,Iraq,5,0,5,5,H,Senegal,0.455,0.2995,0.2454,0.4469,H,0.455,0.0,1.0,Toronto,BMO Field,43.6332,-79.4185,America/Toronto,15.0,afternoon(15-18),20.1,82.0,22.0,16.482,open,1,15.791666666666666,3.0,3.7916666666666665,17.9,17.966666666666665,732.0,596.3333333333334,10.8,10.700000000000001,99.0,99.66666666666667,0.2,0.26666666666666666,,43036,10.0,2.0,0.0,69.2,28.0,517.0,590.0,11.0,2.0,1.0,30.8,6.0,184.0,266.0,10,57,4,16,4,856.0,21.0,7.0,36.5,8,2.7,0.21,585.0,523.0,280.0,200.0,107.0,52.0,240.0,41.0,40.0,17.0,162.0,23.0,259.0,48.0,38.0,43.0,71.0,53.0,111.9,104.7,6.1,5.4,216.60000000000002,11.5,2.91,865.0
760475,2026-06-26,2026-06-26 19:00:00+00:00,group,Norway,France,1,4,5,-3,A,France,0.296,0.3072,0.3968,0.5458,A,0.3968,0.0,1.0,"Foxborough, Massachusetts",Gillette Stadium,42.0909,-71.2643,America/New_York,15.0,afternoon(15-18),20.9,92.0,22.6,19.228,open,1,15.791666666666666,3.0,3.7916666666666665,19.9,20.400000000000002,347.0,494.3333333333333,12.5,12.633333333333335,69.0,63.0,1.2,0.5333333333333333,,64146,9.0,1.0,0.0,43.3,10.0,343.0,421.0,11.0,1.0,0.0,56.7,18.0,480.0,555.0,8,45,2,65,0,976.0,20.0,2.0,55.0,2,1.45,1.05,449.0,367.0,549.0,492.0,75.0,98.0,96.0,184.0,24.0,28.0,297.0,43.0,234.0,45.0,38.0,43.0,64.0,68.0,113.5,109.1,6.0,5.6,222.6,11.6,2.5,998.0
760478,2026-06-27,2026-06-27 00:00:00+00:00,group,Cape Verde,Saudi Arabia,0,0,0,0,D,,0.3193,0.3089,0.3718,0.7178,A,0.3718,1.0,0.0,"Houston, Texas",NRG Stadium,29.6847,-95.4107,America/Chicago,19.0,evening(18-21),30.9,61.0,33.8,18.849,indoor_ac,0,16.0,3.0,5.083333333333333,24.9,24.5,302.0,141.0,15.3,13.266666666666666,2.0,6.0,0.0,0.0,,68278,10.0,1.0,0.0,51.0,15.0,381.0,451.0,16.0,3.0,0.0,49.0,7.0,359.0,444.0,10,61,0,33,2,895.0,26.0,4.0,47.0,2,1.37,0.35,465.0,402.0,455.0,370.0,113.0,76.0,133.0,95.0,36.0,21.0,206.0,34.0,304.0,66.0,53.0,42.0,83.0,67.0,115.5,113.9,6.2,7.3,229.4,13.5,1.7200000000000002,920.0
760479,2026-06-27,2026-06-27 00:00:00+00:00,group,Uruguay,Spain,0,1,1,-1,A,Spain,0.1035,0.2346,0.6619,0.1801,A,0.6619,0.0,1.0,Guadalajara,Estadio Akron,20.6819,-103.4625,America/Mexico_City,18.0,evening(18-21),23.4,56.0,24.4,13.104,open,1,16.0,3.0,5.083333333333333,17.5,17.0,249.0,132.66666666666666,2.2,5.7,57.0,44.666666666666664,2.6,1.1666666666666667,,45065,14.0,3.0,1.0,33.1,5.0,228.0,301.0,14.0,1.0,0.0,66.9,6.0,553.0,622.0,10,45,3,60,2,923.0,28.0,7.0,52.5,5,0.22,1.12,305.0,241.0,637.0,570.0,68.0,134.0,94.0,89.0,24.0,37.0,390.0,64.0,215.0,35.0,53.0,49.0,67.0,65.0,113.8,111.2,6.5,5.1,225.0,11.6,1.34,942.0
760476,2026-06-27,2026-06-27 03:00:00+00:00,group,Egypt,Iran,1,1,2,0,D,,0.3784,0.3085,0.3131,0.7194,H,0.3784,1.0,0.0,"Seattle, Washington",Lumen Field,47.5952,-122.3316,America/Los_Angeles,20.0,evening(18-21),17.1,69.0,14.4,11.799,open,1,16.125,3.0,5.083333333333333,13.4,13.200000000000001,157.0,67.33333333333333,20.8,15.4,35.0,57.0,0.0,0.0,,66925,11.0,3.0,0.0,61.4,15.0,513.0,589.0,16.0,4.0,0.0,38.6,13.0,281.0,367.0,11,14,4,45,1,956.0,27.0,7.0,29.5,5,0.92,2.24,588.0,525.0,359.0,280.0,97.0,73.0,123.0,87.0,30.0,21.0,169.0,30.0,278.0,45.0,52.0,43.0,76.0,78.0,117.2,118.8,5.9,6.5,236.0,12.4,3.16,947.0
760477,2026-06-27,2026-06-27 03:00:00+00:00,group,New Zealand,Belgium,1,5,6,-4,A,Belgium,0.1221,0.2484,0.6295,0.2139,A,0.6295,0.0,1.0,Vancouver,BC Place,49.2768,-123.112,America/Vancouver,20.0,evening(18-21),15.9,81.0,16.0,12.879,roof_canopy,0,16.125,3.0,5.083333333333333,13.7,13.366666666666667,163.0,73.33333333333333,5.2,6.866666666666667,38.0,36.666666666666664,0.0,0.16666666666666666,,52497,10.0,2.0,0.0,45.5,6.0,369.0,436.0,7.0,0.0,0.0,54.5,35.0,462.0,525.0,7,45,2,56,1,961.0,17.0,2.0,50.5,3,0.3,3.99,450.0,379.0,530.0,475.0,82.0,118.0,77.0,203.0,17.0,38.0,321.0,51.0,249.0,32.0,32.0,44.0,50.0,82.0,117.6,119.8,6.9,6.9,237.39999999999998,13.8,4.29,980.0
760480,2026-06-27,2026-06-27 21:00:00+00:00,group,Croatia,Ghana,2,1,3,1,H,Croatia,0.6013,0.246,0.1527,0.2428,H,0.6013,0.0,1.0,"Philadelphia, Pennsylvania",Lincoln Financial Field,39.9008,-75.1675,America/New_York,17.0,afternoon(15-18),23.3,78.0,25.3,18.174,open,1,16.875,3.0,3.9166666666666665,20.4,20.03333333333333,357.0,243.33333333333334,10.0,9.366666666666667,100.0,84.33333333333333,0.1,0.03333333333333333,,68324,9.0,1.0,0.0,53.3,8.0,477.0,523.0,13.0,1.0,0.0,46.7,6.0,402.0,455.0,7,66,0,45,2,978.0,22.0,2.0,55.5,2,0.48,0.75,538.0,487.0,466.0,411.0,84.0,50.0,82.0,60.0,27.0,27.0,189.0,30.0,271.0,36.0,32.0,40.0,52.0,47.0,110.5,106.4,5.0,5.0,216.9,10.0,1.23,1004.0
760485,2026-06-27,2026-06-27 21:00:00+00:00,group,Panama,England,0,2,2,-2,A,England,0.0842,0.1993,0.7164,0.1272,A,0.7164,0.0,1.0,"East Rutherford, New Jersey",MetLife Stadium,40.8135,-74.0745,America/New_York,17.0,afternoon(15-18),22.1,86.0,25.5,19.006,open,1,16.875,3.0,3.9166666666666665,20.3,20.366666666666667,268.0,224.33333333333334,1.8,3.266666666666667,73.0,90.33333333333333,2.4,1.0666666666666667,,80663,16.0,2.0,0.0,32.9,13.0,202.0,268.0,13.0,1.0,0.0,67.1,17.0,490.0,558.0,10,45,1,63,0,826.0,29.0,3.0,54.0,1,0.72,1.61,306.0,231.0,562.0,500.0,84.0,114.0,48.0,177.0,22.0,25.0,283.0,55.0,228.0,46.0,55.0,44.0,57.0,72.0,111.3,115.2,6.2,7.6,226.5,13.8,2.33,868.0
760481,2026-06-27,2026-06-27 23:30:00+00:00,group,Colombia,Portugal,0,0,0,0,D,,0.4455,0.2827,0.2719,0.7869,H,0.4455,1.0,0.0,"Miami Gardens, Florida",Hard Rock Stadium,25.958,-80.2389,America/New_York,19.5,evening(18-21),29.8,63.0,33.9,18.774,open,1,16.979166666666668,3.0,3.8958333333333335,24.3,25.03333333333333,289.0,128.0,5.5,4.9,14.0,10.333333333333334,0.0,0.0,,64478,12.0,1.0,0.0,54.6,24.0,485.0,544.0,6.0,0.0,0.0,45.4,13.0,405.0,446.0,7,60,2,45,2,990.0,18.0,1.0,52.5,4,1.85,0.97,547.0,491.0,456.0,421.0,114.0,99.0,178.0,121.0,20.0,32.0,218.0,23.0,303.0,29.0,36.0,37.0,60.0,38.0,103.0,104.0,5.0,4.8,207.0,9.8,2.8200000000000003,1003.0
760482,2026-06-27,2026-06-27 23:30:00+00:00,group,DR Congo,Uzbekistan,3,1,4,2,H,DR Congo,0.4095,0.2865,0.3039,0.5231,H,0.4095,0.0,1.0,"Atlanta, Georgia",Mercedes-Benz Stadium,33.7554,-84.4008,America/New_York,19.5,evening(18-21),30.6,52.0,32.6,15.912,indoor_ac,0,16.979166666666668,3.0,3.8958333333333335,23.2,23.2,342.0,179.0,11.7,10.9,23.0,44.0,0.0,0.03333333333333333,,68239,6.0,3.0,0.0,57.6,19.0,400.0,485.0,16.0,2.0,0.0,42.4,3.0,269.0,355.0,9,51,1,59,2,840.0,22.0,5.0,55.0,3,2.11,0.16,495.0,419.0,378.0,283.0,106.0,80.0,131.0,90.0,41.0,16.0,191.0,31.0,342.0,62.0,54.0,54.0,93.0,74.0,115.1,115.8,5.5,5.6,230.89999999999998,11.1,2.27,873.0
