espn_id,date,kickoff_utc,stage,home_team,away_team,home_score,away_score,total_goals,gd,outcome,winner,p_home,p_draw,p_away,brier,fav_side,p_fav,upset,fav_won,venue_city,stadium,lat,lon,tz,local_hour,daypart,temp_c,humidity_pct,apparent_c,heat_humidity_index,h1_goals,h2_goals,et_goals,late2h_goals,h1_ls,h2_ls,n_keyevents,error,reg_goals,goal_check_ok,teamset,match_no,home_dist_km,away_dist_km,combined_dist_km,combined_sprint_km,home_n,away_n
760469,2026-06-26,2026-06-26 02:00:00+00:00,group,Paraguay,Australia,0,0,0,0,D,,0.3415,0.3147,0.3438,0.7045,A,0.3438,1.0,0.0,"Santa Clara, California",Levi's Stadium,37.403,-121.97,America/Los_Angeles,19.0,evening(18-21),20.1,54.0,18.2,10.854,0,0,0,0,0,0,30,,0,True,"frozenset({'Australia', 'Paraguay'})",60.0,113.1,116.4,229.5,11.1,Paraguay,Australia
760475,2026-06-26,2026-06-26 19:00:00+00:00,group,Norway,France,1,4,5,-3,A,France,0.296,0.3072,0.3968,0.5458,A,0.3968,0.0,1.0,"Foxborough, Massachusetts",Gillette Stadium,42.0909,-71.2643,America/New_York,15.0,afternoon(15-18),20.9,92.0,22.6,19.228,4,1,0,1,4,1,38,,5,True,"frozenset({'France', 'Norway'})",61.0,113.5,109.1,222.6,11.6,Norway,France
760474,2026-06-26,2026-06-26 19:00:00+00:00,group,Senegal,Iraq,5,0,5,5,H,Senegal,0.455,0.2995,0.2454,0.4469,H,0.455,0.0,1.0,Toronto,BMO Field,43.6332,-79.4185,America/Toronto,15.0,afternoon(15-18),20.1,82.0,22.0,16.482,1,4,0,1,1,4,44,,5,True,"frozenset({'Senegal', 'Iraq'})",62.0,111.9,104.7,216.60000000000002,11.5,Senegal,Iraq
760478,2026-06-27,2026-06-27 00:00:00+00:00,group,Cape Verde,Saudi Arabia,0,0,0,0,D,,0.3193,0.3089,0.3718,0.7178,A,0.3718,1.0,0.0,"Houston, Texas",NRG Stadium,29.6847,-95.4107,America/Chicago,19.0,evening(18-21),30.9,61.0,33.8,18.849,0,0,0,0,0,0,38,,0,True,"frozenset({'Cape Verde', 'Saudi Arabia'})",65.0,115.5,113.9,229.4,13.5,Cape Verde,Saudi Arabia
760479,2026-06-27,2026-06-27 00:00:00+00:00,group,Uruguay,Spain,0,1,1,-1,A,Spain,0.1035,0.2346,0.6619,0.1801,A,0.6619,0.0,1.0,Guadalajara,Estadio Akron,20.6819,-103.4625,America/Mexico_City,18.0,evening(18-21),23.4,56.0,24.4,13.104,1,0,0,0,1,0,39,,1,True,"frozenset({'Spain', 'Uruguay'})",66.0,113.8,111.2,225.0,11.6,Uruguay,Spain
760476,2026-06-27,2026-06-27 03:00:00+00:00,group,Egypt,Iran,1,1,2,0,D,,0.3784,0.3085,0.3131,0.7194,H,0.3784,1.0,0.0,"Seattle, Washington",Lumen Field,47.5952,-122.3316,America/Los_Angeles,20.0,evening(18-21),17.1,69.0,14.4,11.799,2,0,0,0,2,0,44,,2,True,"frozenset({'Iran', 'Egypt'})",63.0,117.2,118.8,236.0,12.4,Egypt,Iran
760477,2026-06-27,2026-06-27 03:00:00+00:00,group,New Zealand,Belgium,1,5,6,-4,A,Belgium,0.1221,0.2484,0.6295,0.2139,A,0.6295,0.0,1.0,Vancouver,BC Place,49.2768,-123.112,America/Vancouver,20.0,evening(18-21),15.9,81.0,16.0,12.879,1,5,0,3,1,5,36,,6,True,"frozenset({'New Zealand', 'Belgium'})",64.0,117.6,119.8,237.39999999999998,13.8,New Zealand,Belgium
760485,2026-06-27,2026-06-27 21:00:00+00:00,group,Panama,England,0,2,2,-2,A,England,0.0842,0.1993,0.7164,0.1272,A,0.7164,0.0,1.0,"East Rutherford, New Jersey",MetLife Stadium,40.8135,-74.0745,America/New_York,17.0,afternoon(15-18),22.1,86.0,25.5,19.006,0,2,0,0,0,2,39,,2,True,"frozenset({'England', 'Panama'})",67.0,111.3,115.2,226.5,13.8,Panama,England
760480,2026-06-27,2026-06-27 21:00:00+00:00,group,Croatia,Ghana,2,1,3,1,H,Croatia,0.6013,0.246,0.1527,0.2428,H,0.6013,0.0,1.0,"Philadelphia, Pennsylvania",Lincoln Financial Field,39.9008,-75.1675,America/New_York,17.0,afternoon(15-18),23.3,78.0,25.3,18.174,1,2,0,1,1,2,32,,3,True,"frozenset({'Croatia', 'Ghana'})",68.0,110.5,106.4,216.9,10.0,Croatia,Ghana
760482,2026-06-27,2026-06-27 23:30:00+00:00,group,DR Congo,Uzbekistan,3,1,4,2,H,DR Congo,0.4095,0.2865,0.3039,0.5231,H,0.4095,0.0,1.0,"Atlanta, Georgia",Mercedes-Benz Stadium,33.7554,-84.4008,America/New_York,19.5,evening(18-21),30.6,52.0,32.6,15.912,1,3,0,2,1,3,41,,4,True,"frozenset({'DR Congo', 'Uzbekistan'})",72.0,115.1,115.8,230.89999999999998,11.1,DR Congo,Uzbekistan
760481,2026-06-27,2026-06-27 23:30:00+00:00,group,Colombia,Portugal,0,0,0,0,D,,0.4455,0.2827,0.2719,0.7869,H,0.4455,1.0,0.0,"Miami Gardens, Florida",Hard Rock Stadium,25.958,-80.2389,America/New_York,19.5,evening(18-21),29.8,63.0,33.9,18.774,0,0,0,0,0,0,29,,0,True,"frozenset({'Colombia', 'Portugal'})",71.0,103.0,104.0,207.0,9.8,Colombia,Portugal
760484,2026-06-28,2026-06-28 02:00:00+00:00,group,Algeria,Austria,3,3,6,0,D,,0.3705,0.2886,0.3408,0.7595,H,0.3705,1.0,0.0,"Kansas City, Missouri",Arrowhead Stadium,39.0489,-94.4839,America/Chicago,21.0,night(>=21),26.2,82.0,30.1,21.484,2,4,0,2,2,4,36,,6,True,"frozenset({'Algeria', 'Austria'})",69.0,105.2,113.3,218.5,8.899999999999999,Algeria,Austria
760483,2026-06-28,2026-06-28 02:00:00+00:00,group,Jordan,Argentina,1,3,4,-2,A,Argentina,0.032,0.1327,0.8354,0.0457,A,0.8354,0.0,1.0,"Arlington, Texas",AT&T Stadium,32.7473,-97.0945,America/Chicago,21.0,night(>=21),32.1,53.0,33.7,17.013,2,2,0,1,2,2,39,,4,True,"frozenset({'Jordan', 'Argentina'})",70.0,110.6,105.9,216.5,9.600000000000001,Jordan,Argentina
760486,2026-06-28,2026-06-28 19:00:00+00:00,r32,South Africa,Canada,0,1,1,-1,A,Canada,0.347,0.0,0.653,0.2408,A,0.653,0.0,1.0,"Inglewood, California",SoFi Stadium,33.9535,-118.3392,America/Los_Angeles,12.0,midday(<15),23.1,48.0,23.0,11.088,0,1,0,1,0,1,35,,1,True,"frozenset({'South Africa', 'Canada'})",,,,,,,
760487,2026-06-29,2026-06-29 17:00:00+00:00,r32,Brazil,Japan,2,1,3,1,H,Brazil,0.6062,0.0,0.3938,0.3102,H,0.6062,0.0,1.0,"Houston, Texas",NRG Stadium,29.6847,-95.4107,America/Chicago,12.0,midday(<15),33.4,57.0,38.9,19.038,1,2,0,1,1,2,33,,3,True,"frozenset({'Brazil', 'Japan'})",,,,,,,
760489,2026-06-29,2026-06-29 20:30:00+00:00,r32,Germany,Paraguay,1,1,2,0,D,Paraguay,0.5471,0.0,0.4529,0.5986,H,0.5471,1.0,0.0,"Foxborough, Massachusetts",Gillette Stadium,42.0909,-71.2643,America/New_York,16.5,afternoon(15-18),27.3,48.0,28.4,13.104,1,1,0,0,1,1,58,,2,True,"frozenset({'Germany', 'Paraguay'})",,,,,,,
760488,2026-06-30,2026-06-30 01:00:00+00:00,r32,Netherlands,Morocco,1,1,2,0,D,Morocco,0.4566,0.0,0.5434,0.417,A,0.5434,0.0,1.0,Guadalupe,Estadio BBVA (Monterrey),25.669,-100.244,America/Monterrey,19.0,evening(18-21),30.2,54.0,31.1,16.308,0,2,0,1,0,2,44,,2,True,"frozenset({'Netherlands', 'Morocco'})",,,,,,,
760490,2026-06-30,2026-06-30 17:00:00+00:00,r32,Ivory Coast,Norway,1,2,3,-1,A,Norway,0.2859,0.0,0.7141,0.1635,A,0.7141,0.0,1.0,"Arlington, Texas",AT&T Stadium,32.7473,-97.0945,America/Chicago,12.0,midday(<15),33.0,47.0,36.4,15.51,1,2,0,1,1,2,28,,3,True,"frozenset({'Ivory Coast', 'Norway'})",,,,,,,
760492,2026-06-30,2026-06-30 21:00:00+00:00,r32,France,Sweden,3,0,3,3,H,France,0.8648,0.0,0.1352,0.0366,H,0.8648,0.0,1.0,"East Rutherford, New Jersey",MetLife Stadium,40.8135,-74.0745,America/New_York,17.0,afternoon(15-18),32.6,41.0,33.3,13.366,1,2,0,0,1,2,25,,3,True,"frozenset({'France', 'Sweden'})",,,,,,,
760491,2026-07-01,2026-07-01 02:00:00+00:00,r32,Mexico,Ecuador,2,0,2,2,H,Mexico,,,,,,,,,Mexico City,Estadio Azteca,19.3029,-99.1505,America/Mexico_City,20.0,evening(18-21),15.1,90.0,15.7,13.59,2,0,0,0,2,0,35,,2,True,"frozenset({'Ecuador', 'Mexico'})",,,,,,,
